clues,cl_treatmentArm,cl_cov_movi,cl_cov_telcel,cl_cov_moviPct,cl_cov_telcelPct,cl_inst_clCat,cl_ent_clave_clCat,cl_ent_nombre_clCat,cl_jur_clave_clCat,cl_jur_nombre_clCat,cl_mun_clave_clCat,cl_mun_nombre_clCat,cl_loc_clave_clCat,cl_loc_nombre_clCat,cl_clase_nombre_clCat,cl_tipo_nombre_clCat,cl_nombre_clCat,cl_domicilio_clCat,cl_cp_clCat,cl_longitude,cl_latitude,cl_altitude
MCSSA003123,1,1,1,1,1,SSA,15,MÉXICO,4,TENANGO DEL VALLE,43,XALATLACO,8,SAN JUAN TOMASQUILLO HERRADURA,UNIDAD DE CONSULTA EXTERNA,RURAL DE 02 NÚCLEOS BÁSICOS,SAN JUAN TOMASQUILLO,ENTRE RAMON BETETA Y AVENIDACRUZ LARGA   CENTRO ,52680,-99.4025,19.17222222,2880
MCSSA003135,1,1,1,1,1,SSA,15,MÉXICO,15,ZUMPANGO,44,JALTENCO,1,JALTENCO,UNIDAD DE CONSULTA EXTERNA,CENTROS AVANZADOS DE ATENCIÓN PRIMARIA A LA SALUD (CAAPS),CEAPS JALTENCO,DANTE SIN NÚMERO 0 CENTRO 16 DE SEPTIEMBRE Y 5 DE MAYO,55780,-99.09444444,19.74861111,2240
MCSSA003140,0,1,1,1,1,SSA,15,MÉXICO,15,ZUMPANGO,125,TONANITLA,1,SANTA MARÍA TONANITLA,UNIDAD DE CONSULTA EXTERNA,RURAL DE 02 NÚCLEOS BÁSICOS,SANTA MARÍA TONANITLA,AVENIDA 20 DE NOVIEMBRE SIN NÚMERO 0 SANTA MARÍA TONANITLA 30 DE OCTUBRE Y 2 DE ABRIL,55780,-99.05305556,19.68805556,2240
MCSSA003152,0,1,1,1,1,SSA,15,MÉXICO,3,JILOTEPEC,45,JILOTEPEC,1,JILOTEPEC DE MOLINA ENRÍQUEZ,UNIDAD DE CONSULTA EXTERNA,RURAL DE 03 NÚCLEOS BÁSICOS Y MÁS,CENTRO DE SALUD JILOTEPEC,FRANCISCO JAVIER MINA JUNTO AL MERCADO SAN JOSÉ SIN NÚMERO  CENTRO ,54240,-99.53277778,19.95194444,2452
MCSSA003193,0,1,1,1,1,SSA,15,MÉXICO,3,JILOTEPEC,45,JILOTEPEC,6,CALPULALPAN (PRIMERA MANZANA CENTRO),UNIDAD DE CONSULTA EXTERNA,RURAL DE 03 NÚCLEOS BÁSICOS Y MÁS,CALPULALPAN,FRENTE A LA ESCUELA PRIMARIA    ,54265,-99.63583333,20.05555556,2700
MCSSA003234,0,1,1,1,1,SSA,15,MÉXICO,3,JILOTEPEC,45,JILOTEPEC,16,LAS HUERTAS,UNIDAD DE CONSULTA EXTERNA,RURAL DE 02 NÚCLEOS BÁSICOS,LAS HUERTAS,JUNTO IGLESIA Y ESCUELA PRIMARIA    ,54256,-99.55694444,19.97111111,2550
MCSSA003251,3,1,1,1,1,SSA,15,MÉXICO,3,JILOTEPEC,45,JILOTEPEC,24,SAN LORENZO NENAMICOYAN,UNIDAD DE CONSULTA EXTERNA,RURAL DE 01 NÚCLEO BÁSICO,SAN LORENZO NENAMICOYAN,FRENTE AL CERRO DE LA VIRGEN MANZANA 2   ,54273,-99.63888889,20.1375,2750
MCSSA003304,0,1,1,0.861747861,1,SSA,15,MÉXICO,3,JILOTEPEC,45,JILOTEPEC,33,XHIMÓJAY,UNIDAD DE CONSULTA EXTERNA,RURAL DE 01 NÚCLEO BÁSICO,XHIMOJAY,FRENTE A LA CONASUPO    ,54255,-99.63472222,19.91972222,2689
MCSSA003350,0,1,1,1,1,SSA,15,MÉXICO,12,NAUCALPAN,46,JILOTZINGO,3,SAN LUIS AYUCAN,UNIDAD DE CONSULTA EXTERNA,CENTROS AVANZADOS DE ATENCIÓN PRIMARIA A LA SALUD (CAAPS),CEAPS SAN LUIS AYUCA,APROXIMADAMENTE A 50 METROS DE LA SECUNDARIA FEDERAL DE SAN LUIS EL CEDRAL A PIE DE CARRETERA SIN NÚMERO 0 CARRETERA NAUCALPAN-IXTLAHUACA SIN NOMBRE ZONA RURAL,54570,-99.36333333,19.49555556,2750
MCSSA003391,1,1,1,1,1,SSA,15,MÉXICO,2,IXTLAHUACA,47,JIQUIPILCO,8,LOMA DE HIDALGO,UNIDAD DE CONSULTA EXTERNA,RURAL DE 01 NÚCLEO BÁSICO,LOMA HIDALGO,A UN LADO DE LA ESCUELA SECUNDARIA    ,50820,-99.64888889,19.59527778,2570
MCSSA003473,0,0,0,0.761432946,0.761432946,SSA,15,MÉXICO,2,IXTLAHUACA,47,JIQUIPILCO,25,PRIMERA MANZANA DE SANTA CRUZ TEPEXPAN,UNIDAD DE CONSULTA EXTERNA,RURAL DE 02 NÚCLEOS BÁSICOS,SANTA CRUZ TEPEXPAN,ATRAS DE LA IGLESIA   CENTRO ,50800,-99.70277778,19.56833333,2587
MCSSA003671,0,1,1,1,1,SSA,15,MÉXICO,4,TENANGO DEL VALLE,49,JOQUICINGO,5,TECHUCHULCO DE ALLENDE,UNIDAD DE CONSULTA EXTERNA,RURAL DE 02 NÚCLEOS BÁSICOS,TECHUCHULCO DE ALLENDE,"JUNTO A LA PREPARATORIA SIN NÚMERO 0 CENTRO CALLES SIN NÚMERO, ZONA RURAL",52370,-99.52333333,19.11166667,2580
MCSSA003683,2,1,1,1,1,SSA,15,MÉXICO,16,AMECAMECA,50,JUCHITEPEC,1,JUCHITEPEC DE MARIANO RIVAPALACIO,UNIDAD DE CONSULTA EXTERNA,CENTROS AVANZADOS DE ATENCIÓN PRIMARIA A LA SALUD (CAAPS),CEAPS JUCHITEPEC IGNACIO LÓPEZ RAYÓN BICENTENARIO,PROLONGACIÓN JUAN FLORES Y CASAS SIN NÚMERO  CENTRO ,56860,-98.87916667,19.09972222,2560
MCSSA003922,0,1,1,1,1,SSA,15,MÉXICO,5,TOLUCA,54,METEPEC,47,SAN MIGUEL TOTOCUITLAPILCO,UNIDAD DE CONSULTA EXTERNA,RURAL DE 02 NÚCLEOS BÁSICOS,SAN MIGUEL TOTOCUITLAPILCO,INSURGENTES ESQUINA ZARAGOZA SIN NÚMERO  BARRIO SAN NICOLÁS ,52143,-99.59166667,19.22888889,2600
MCSSA003946,2,1,1,1,1,SSA,15,MÉXICO,4,TENANGO DEL VALLE,55,MEXICALTZINGO,1,SAN MATEO MEXICALTZINGO,UNIDAD DE CONSULTA EXTERNA,RURAL DE 03 NÚCLEOS BÁSICOS Y MÁS,MEXICALTZINGO,NARCIZO MENDOZA ESQUINA ALLENDE SIN NÚMERO   ,52180,-99.58583333,19.20916667,2600
MCSSA003951,0,0,0,0.022870211,0.503430545,SSA,15,MÉXICO,2,IXTLAHUACA,56,MORELOS,1,SAN BARTOLO MORELOS,UNIDAD DE CONSULTA EXTERNA,CENTROS AVANZADOS DE ATENCIÓN PRIMARIA A LA SALUD (CAAPS),CEAPS SAN BARTOLO MORELOS,PROFESOR JOSÉ MIRANDA ESQUINA 8 DE OCTUBRE SIN NÚMERO   ,50550,-99.67083333,19.78444444,2700
MCSSA004045,0,0,1,0,1,SSA,15,MÉXICO,2,IXTLAHUACA,56,MORELOS,29,COLONIA FRANCISCO I. MADERO,UNIDAD DE CONSULTA EXTERNA,RURAL DE 01 NÚCLEO BÁSICO,COLONIA FRANCISCO I.MADERO,JUNTO A LA ESCUELA Y CAMPO DE FUTBOL   FRANCISCO I. MADERO ,50580,-99.73638889,19.80583333,2788
MCSSA004202,1,1,1,1,1,SSA,15,MÉXICO,12,NAUCALPAN,57,NAUCALPAN DE JUÁREZ,88,SAN FRANCISCO CHIMALPA,UNIDAD DE CONSULTA EXTERNA,RURAL DE 03 NÚCLEOS BÁSICOS Y MÁS,SAN FRANCISCO CHIMALPA,"BANDHI 8 0 BARRIO BANDHI, PUEBLO DE SAN FRANCISCO CHIMALPA CERRADA DE LA MORA Y CAMINO REAL",53650,-99.34194444,19.44194444,2500
MCSSA004226,2,1,1,1,1,SSA,15,MÉXICO,12,NAUCALPAN,57,NAUCALPAN DE JUÁREZ,264,RINCÓN VERDE,UNIDAD DE CONSULTA EXTERNA,URBANO DE 07 NÚCLEOS BÁSICOS,RINCÓN VERDE,AVENIDA JACARANDA ESQUINA NOGAL SIN NÚMERO 0 RINCON VERDE AVENIDA SAN MATEO Y CALLE CHOPO,53219,-99.29027778,19.49638889,2300
MCSSA004284,2,1,1,1,1,SSA,15,MÉXICO,18,NEZAHUALCÓYOTL,58,NEZAHUALCÓYOTL,1,CIUDAD NEZAHUALCÓYOTL,UNIDAD DE CONSULTA EXTERNA,URBANO DE 08 NÚCLEOS BÁSICOS,CIUDAD LAGO,AVENIDA AEROPUERTO 3  CIUDAD LAGO ,57180,-98.98888889,19.4,2440
MCSSA004296,0,1,1,1,1,SSA,15,MÉXICO,18,NEZAHUALCÓYOTL,58,NEZAHUALCÓYOTL,1,CIUDAD NEZAHUALCÓYOTL,UNIDAD DE CONSULTA EXTERNA,URBANO DE 08 NÚCLEOS BÁSICOS,EL SOL,CALLE 35 ESQUINA TERCER AVENIDA   EL SOL ,57200,-98.98888889,19.4,2440
MCSSA004313,3,1,1,1,1,SSA,15,MÉXICO,18,NEZAHUALCÓYOTL,58,NEZAHUALCÓYOTL,1,CIUDAD NEZAHUALCÓYOTL,UNIDAD DE CONSULTA EXTERNA,URBANO DE 09 NÚCLEOS BÁSICOS,BENITO JUÁREZ,CIRCUITO REY NEZAHUALCOYOTL SIN NÚMERO   ,57000,-98.98888889,19.4,2440
MCSSA004325,0,1,1,1,1,SSA,15,MÉXICO,18,NEZAHUALCÓYOTL,58,NEZAHUALCÓYOTL,1,CIUDAD NEZAHUALCÓYOTL,UNIDAD DE CONSULTA EXTERNA,URBANO DE 09 NÚCLEOS BÁSICOS,BENITO JUÁREZ III AURORA,MÉXICO LINDO ENTRE AVENIDA DR.GUSTAVO BAZ Y MAÑANITAS SIN NÚMERO   ,57000,-98.98888889,19.4,2440
MCSSA004342,1,1,1,1,1,SSA,15,MÉXICO,18,NEZAHUALCÓYOTL,58,NEZAHUALCÓYOTL,1,CIUDAD NEZAHUALCÓYOTL,UNIDAD DE CONSULTA EXTERNA,URBANO DE 10 NÚCLEOS BÁSICOS,COL.MARAVILLAS,17 ESQUINA AMECAMECA SIN NÚMERO  MARAVILLAS ,57710,-98.98888889,19.4,2440
MCSSA004366,0,1,1,1,1,SSA,15,MÉXICO,18,NEZAHUALCÓYOTL,58,NEZAHUALCÓYOTL,1,CIUDAD NEZAHUALCÓYOTL,UNIDAD DE CONSULTA EXTERNA,URBANO DE 12 NÚCLEOS BÁSICOS Y MÁS,ESPERANZA,14 ENTRE CAMA DE PIEDRA Y ESCONDIDA SIN NÚMERO  LA ESPERANZA ,57800,-98.98888889,19.4,2440
MCSSA004383,0,1,1,1,1,SSA,15,MÉXICO,18,NEZAHUALCÓYOTL,58,NEZAHUALCÓYOTL,1,CIUDAD NEZAHUALCÓYOTL,UNIDAD DE CONSULTA EXTERNA,URBANO DE 12 NÚCLEOS BÁSICOS Y MÁS,COL.MANANTIALES,PRESIDENTE MIGUEL ALEMÁN ESQUIN 24 DE FEBRERO   MANANTIALES ,57930,-98.98888889,19.4,2440
MCSSA004395,1,1,1,1,1,SSA,15,MÉXICO,18,NEZAHUALCÓYOTL,58,NEZAHUALCÓYOTL,1,CIUDAD NEZAHUALCÓYOTL,UNIDAD DE CONSULTA EXTERNA,URBANO DE 12 NÚCLEOS BÁSICOS Y MÁS,METROPOLITANA,AVENIDA ANGEL DE LA INDEPENDENCIA ESQUINA PARQUES SIN NÚMERO  METROPOLITANA 2A. SECCIÓN ,57730,-98.98888889,19.4,2440
MCSSA004400,0,1,1,1,1,SSA,15,MÉXICO,18,NEZAHUALCÓYOTL,58,NEZAHUALCÓYOTL,1,CIUDAD NEZAHUALCÓYOTL,UNIDAD DE CONSULTA EXTERNA,URBANO DE 12 NÚCLEOS BÁSICOS Y MÁS,LOS PIRULES,AVENIDA CUATRO ESQUINA PLATEROS SIN NÚMERO  PIRULES ,57520,-98.98888889,19.4,2440
MCSSA004441,0,1,1,1,1,SSA,15,MÉXICO,10,ATIZAPÁN DE ZARAGOZA,60,NICOLÁS ROMERO,1,VILLA NICOLÁS ROMERO,UNIDAD DE CONSULTA EXTERNA,URBANO DE 05 NÚCLEOS BÁSICOS,EL GLOBO,LUCRECIA TORIZ SIN NÚMERO  FRACCIONAMIENTO EL GLOBO ,54415,-99.31416667,19.625,2400
MCSSA004453,3,1,1,0.998768151,0.998768151,SSA,15,MÉXICO,10,ATIZAPÁN DE ZARAGOZA,60,NICOLÁS ROMERO,1,VILLA NICOLÁS ROMERO,UNIDAD DE CONSULTA EXTERNA,URBANO DE 05 NÚCLEOS BÁSICOS,COL. LIBERTAD,LERDO DE TEJADA ENTRE NICOLÁS BRAVO Y CRISTOBAL COLÓN SIN NÚMERO 0 LIBERTAD NICOLÁS BRAVO Y BICENTENARIO,54400,-99.31416667,19.625,2400
MCSSA004465,3,1,1,1,1,SSA,15,MÉXICO,10,ATIZAPÁN DE ZARAGOZA,60,NICOLÁS ROMERO,1,VILLA NICOLÁS ROMERO,UNIDAD DE CONSULTA EXTERNA,URBANO DE 06 NÚCLEOS BÁSICOS,INDEPENDENCIA,AGUAS CALIENTES FRENTE AL FRACCIONAMIENTO SAN MARCOS} SIN NÚMERO   ,54400,-99.31416667,19.625,2400
MCSSA004470,0,1,1,1,1,SSA,15,MÉXICO,10,ATIZAPÁN DE ZARAGOZA,60,NICOLÁS ROMERO,1,VILLA NICOLÁS ROMERO,UNIDAD DE CONSULTA EXTERNA,URBANO DE 08 NÚCLEOS BÁSICOS,LA COLMENA,AVENIDA LA COLMENA SIN NÚMERO  FRACCIONAMIENTO ARCOIRIS ,54400,-99.31416667,19.625,2400
MCSSA004535,0,1,1,1,1,SSA,15,MÉXICO,10,ATIZAPÁN DE ZARAGOZA,60,NICOLÁS ROMERO,25,TRANSFIGURACIÓN,UNIDAD DE CONSULTA EXTERNA,RURAL DE 01 NÚCLEO BÁSICO,TRANSFIGURACIÓN,FLORES MAGON ATRÁS DE LA  IGLESIA SIN NÚMERO 0 TRANSFIGURACIÓN FLORES MAGÓN Y CALLE SIN NOMBRE,54400,-99.40916667,19.57944444,2793
MCSSA004552,3,1,1,1,1,SSA,15,MÉXICO,13,TEOTIHUACÁN,61,NOPALTEPEC,4,SAN FELIPE TEOTITLÁN,UNIDAD DE CONSULTA EXTERNA,RURAL DE 01 NÚCLEO BÁSICO,SAN FELIPE TEOTITLÁN,ESQUINA PRIMARIA SIN NÚMERO 0 SAN FELIPE TEOTITLÁN LOS REYES ESTUDIANTES Y HUILOTONGO,55970,-98.70138889,19.80277778,2450
MCSSA004610,0,1,1,1,1,SSA,15,MÉXICO,6,XONACATLÁN,62,OCOYOACAC,23,SAN PEDRO CHOLULA,UNIDAD DE CONSULTA EXTERNA,RURAL DE 02 NÚCLEOS BÁSICOS,SAN PEDRO CHOLULA,AVENIDA OCOYOACAC SIN NÚMERO   ,52746,-99.48611111,19.26388889,2570
MCSSA004622,0,0,1,0.728060544,1,SSA,15,MÉXICO,8,TENANCINGO,63,OCUILAN,1,OCUILAN DE ARTEAGA,UNIDAD DE CONSULTA EXTERNA,RURAL DE 02 NÚCLEOS BÁSICOS,OCUILAN DE ARTEAGA,AVENIDA DE LAS FLORES 16  CABECERA MUNICIPAL OCUILAN DE ARTEAGA ,52480,-99.41638889,18.97944444,2340
MCSSA004646,0,1,1,1,1,SSA,15,MÉXICO,8,TENANCINGO,63,OCUILAN,10,CHALMITA,UNIDAD DE CONSULTA EXTERNA,RURAL DE 01 NÚCLEO BÁSICO,CHALMITA (SAN AMBROCIO),PLAZA CIVICA SIN NÚMERO   ,52480,-99.42444444,18.935,1800
MCSSA004716,0,0,1,0,1,SSA,15,MÉXICO,1,ATLACOMULCO,64,EL ORO,21,PUEBLO NUEVO DE LOS ÁNGELES,UNIDAD DE CONSULTA EXTERNA,RURAL DE 01 NÚCLEO BÁSICO,PUEBLO NUEVO DE LOS ÁNGELES,JUNTO A LA IGLESIA A UN COSTADO DE LA ESCUELA PRIMARIA    ,50600,-100.0094444,19.77583333,2920
MCSSA004815,1,1,1,1,1,SSA,15,MÉXICO,13,TEOTIHUACÁN,65,OTUMBA,3,BELÉM,UNIDAD DE CONSULTA EXTERNA,RURAL DE 02 NÚCLEOS BÁSICOS,BELÉM,PLAZA PRINCIPAL FRENTE A LA ESCUELA PRIMARIA    ,55920,-98.79722222,19.63694444,2360
MCSSA004820,1,1,1,1,1,SSA,15,MÉXICO,13,TEOTIHUACÁN,65,OTUMBA,19,SANTIAGO TOLMAN,UNIDAD DE CONSULTA EXTERNA,RURAL DE 01 NÚCLEO BÁSICO,SANTIAGO TOLMAN,JAGUEY TECUINCO ENTRE AVENIDA MÉXICO Y 20 DE NOVIEMBRE SIN NÚMERO   ,55850,-98.78861111,19.72777778,2360
MCSSA004856,0,1,1,1,1,SSA,15,MÉXICO,6,XONACATLÁN,67,OTZOLOTEPEC,1,VILLA CUAUHTÉMOC,UNIDAD DE CONSULTA EXTERNA,RURAL DE 03 NÚCLEOS BÁSICOS Y MÁS,VILLA CUAUHTÉMOC,LOS RAMOS JUNTO AL DIF SIN NÚMERO   ,52080,-99.55777778,19.43194444,2580
MCSSA004885,2,1,1,1,1,SSA,15,MÉXICO,6,XONACATLÁN,67,OTZOLOTEPEC,8,SANTA ANA MAYORAZGO,UNIDAD DE CONSULTA EXTERNA,RURAL DE 01 NÚCLEO BÁSICO,MAYORAZGO (SANTA ANA),JUNTO A LA ESCUELA PRIMARIA SIN NÚMERO 0 SANTA ANA MAYORAZGO CALLE SIN NOMBRE ZONA RURAL,52080,-99.51333333,19.42944444,2600
MCSSA004955,0,1,1,1,1,SSA,15,MÉXICO,18,NEZAHUALCÓYOTL,70,LA PAZ,1,LOS REYES ACAQUILPAN,UNIDAD DE CONSULTA EXTERNA,URBANO DE 06 NÚCLEOS BÁSICOS,EMILIANO ZAPATA,VENUSTIANO CARRANZA ESQUINA PLUTARCO ELÍAS CALLES SIN NÚMERO  AMPLIACIÓN EMILIANO ZAPATA ,56401,-98.98,19.36055556,2330
MCSSA004984,3,1,1,1,1,SSA,15,MÉXICO,18,NEZAHUALCÓYOTL,70,LA PAZ,1,LOS REYES ACAQUILPAN,UNIDAD DE CONSULTA EXTERNA,URBANO DE 12 NÚCLEOS BÁSICOS Y MÁS,LA MAGDALENA,AVENIDA MORELOS ENTRE RÍO MOCTEZUMA Y JACARANDA SIN NÚMERO  LA MAGDALENA ATLIPAC ,56500,-98.98,19.36055556,2330
MCSSA005112,0,1,1,1,1,SSA,15,MÉXICO,2,IXTLAHUACA,74,SAN FELIPE DEL PROGRESO,10,EL CARMEN OCOTEPEC,UNIDAD DE CONSULTA EXTERNA,RURAL DE 03 NÚCLEOS BÁSICOS Y MÁS,CARMEN OCOTEPEC,CERCA DE LA IGLESIA    ,50640,-99.97777778,19.68222222,2777
MCSSA005223,1,1,1,1,1,SSA,15,MÉXICO,2,IXTLAHUACA,74,SAN FELIPE DEL PROGRESO,76,SAN ANTONIO MEXTEPEC,UNIDAD DE CONSULTA EXTERNA,RURAL DE 03 NÚCLEOS BÁSICOS Y MÁS,SAN ANTONIO MEXTEPEC,CERCA DE LA ESCUELA    ,50640,-99.95,19.65527778,2591
MCSSA005276,3,1,1,1,1,SSA,15,MÉXICO,2,IXTLAHUACA,74,SAN FELIPE DEL PROGRESO,97,SAN MIGUEL LA LABOR,UNIDAD DE CONSULTA EXTERNA,RURAL DE 02 NÚCLEOS BÁSICOS,SAN MIGUEL LA LABOR,ATRAS DEL ALBERGUE INFANTIL SAN MIGUEL LA LABOR    ,50690,-100.0033333,19.60583333,2730
MCSSA005305,0,1,1,1,1,SSA,15,MÉXICO,2,IXTLAHUACA,74,SAN FELIPE DEL PROGRESO,104,SAN PEDRO EL ALTO,UNIDAD DE CONSULTA EXTERNA,RURAL DE 03 NÚCLEOS BÁSICOS Y MÁS,SAN PEDRO EL ALTO,KM. 22 CARRETERA SAN FELIPE DEL PROGRESO    ,50640,-99.90638889,19.61111111,2550
MCSSA005380,0,1,1,1,1,SSA,15,MÉXICO,6,XONACATLÁN,76,SAN MATEO ATENCO,1,SAN MATEO ATENCO,UNIDAD DE CONSULTA EXTERNA,RURAL DE 02 NÚCLEOS BÁSICOS,BARRIO DE GUADALUPE,AVENIDA 16 DE SEPTIEMBRE 6 0 BARRIO DE GUADALUPE AV FRANCISCO I MADERO Y MIGUEL HIDALGO,52100,-99.53333333,19.27027778,2570
MCSSA005614,3,0,1,0,1,SSA,15,MÉXICO,8,TENANCINGO,80,SULTEPEC,22,PUENTECILLAS,UNIDAD DE CONSULTA EXTERNA,RURAL DE 01 NÚCLEO BÁSICO,PUENTECILLAS,A LA ENTRADA DEL PUEBLO SIN NÚMERO   ,51600,-100.0488889,18.74805556,3200
MCSSA005643,1,0,1,0,1,SSA,15,MÉXICO,8,TENANCINGO,80,SULTEPEC,32,SAN PEDRO HUEYAHUALCO,UNIDAD DE CONSULTA EXTERNA,RURAL DE 01 NÚCLEO BÁSICO,SAN PEDRO HUEYAHUALCO,JUNTO A LA BODEGA FEDOMEX SIN NÚMERO   ,51600,-99.97777778,18.68055556,1400
MCSSA005655,2,0,1,0,1,SSA,15,MÉXICO,8,TENANCINGO,80,SULTEPEC,33,SANTA CRUZ (SANTA CRUZ TEXCALAPA),UNIDAD DE CONSULTA EXTERNA,RURAL DE 01 NÚCLEO BÁSICO,SANTA CRUZ TEXCALAPA,JUNTO A LA DELEGACIÓN SIN NÚMERO   ,51600,-99.98638889,18.82888889,1760
MCSSA005701,2,1,1,1,1,SSA,15,MÉXICO,15,ZUMPANGO,81,TECÁMAC,4,LOS REYES ACOZAC,UNIDAD DE CONSULTA EXTERNA,RURAL DE 01 NÚCLEO BÁSICO,REYES ACOZAC,MARTINEZ JUNTO AL INEA SIN NÚMERO 0 REYES ACOZAC SALVADOR Y DE INDUSTRIA,55740,-98.98166667,19.77361111,2250
MCSSA005725,0,1,1,1,1,SSA,15,MÉXICO,15,ZUMPANGO,81,TECÁMAC,25,SAN MARTÍN AZCATEPEC,UNIDAD DE CONSULTA EXTERNA,RURAL DE 01 NÚCLEO BÁSICO,SAN MARTÍN AZCATEPEC,ESTADO DE MORELOS SIN NÚMERO 0 SAN MARTÍN AZCATEPEC JORGE JIMÉNEZ CANTÚ Y VICENTE GUERRERO,55740,-98.97277778,19.68666667,2300
MCSSA005783,0,0,1,0,1,SSA,15,MÉXICO,7,TEJUPILCO,82,TEJUPILCO,11,LAS ANONAS,UNIDAD DE CONSULTA EXTERNA,RURAL DE 01 NÚCLEO BÁSICO,LAS ANONAS,FRENTE A LA IGLESIA    ,51400,-100.3633333,18.78833333,720
MCSSA005836,2,0,1,0,1,SSA,15,MÉXICO,7,TEJUPILCO,82,TEJUPILCO,82,LA LABOR DE ZARAGOZA,UNIDAD DE CONSULTA EXTERNA,RURAL DE 01 NÚCLEO BÁSICO,LABOR DE ZARAGOZA LA,CALLE SIN NOMBRE SIN NÚMERO 0 LA LABOR DE ZARAGOZA SIN NOMBRE ZONA RURAL,51400,-100.0986111,18.87166667,1340
MCSSA005865,3,0,1,0,1,SSA,15,MÉXICO,7,TEJUPILCO,82,TEJUPILCO,110,PANTOJA,UNIDAD DE CONSULTA EXTERNA,RURAL DE 01 NÚCLEO BÁSICO,PANTOJA,CALLE SIN NOMBRE SIN NÚMERO 0 PANTOJA SIN NOMBRE ZONA RURAL,51400,-100.0177778,18.87527778,1600
MCSSA005940,2,1,1,1,1,SSA,15,MÉXICO,13,TEOTIHUACÁN,84,TEMASCALAPA,1,TEMASCALAPA,UNIDAD DE CONSULTA EXTERNA,CENTROS AVANZADOS DE ATENCIÓN PRIMARIA A LA SALUD (CAAPS),CEAPS TEMASCALAPA LEANDRO VALLE BICENTENARIO,AVENIDA SAN FRANCISCO SIN NÚMERO  BARRIO SAN MIGUEL ,55980,-98.90111111,19.82694444,2350
MCSSA006010,0,0,1,0.055858664,1,SSA,15,MÉXICO,1,ATLACOMULCO,85,TEMASCALCINGO,1,TEMASCALCINGO DE JOSÉ MARÍA VELASCO,UNIDAD DE CONSULTA EXTERNA,CENTRO DE SALUD CON HOSPITALIZACIÓN,CSC/H TEMASCALCINGO DE JOSÉ MARÍA VELASCO,AVENIDA ALFREDO DEL MAZO 234  CENTRO ,50400,-100.0036111,19.91472222,2380
MCSSA006162,0,1,1,0.610898674,1,SSA,15,MÉXICO,7,TEJUPILCO,86,TEMASCALTEPEC,8,LA COMUNIDAD,UNIDAD DE CONSULTA EXTERNA,RURAL DE 02 NÚCLEOS BÁSICOS,COMUNIDAD LA,A UN LADO DEL JARDÍN DE NIÑOS JEAN PEAGE SIN NÚMERO 0 LA COMUNIDAD SIN NOMBRE ZONA RURAL,51300,-99.9325,19.13,2497
MCSSA006186,0,0,1,0.090732843,1,SSA,15,MÉXICO,7,TEJUPILCO,86,TEMASCALTEPEC,27,SAN ANDRÉS DE LOS GAMA,UNIDAD DE CONSULTA EXTERNA,RURAL DE 01 NÚCLEO BÁSICO,SAN ANDRÉS DE LOS GAMAS,CERCA DE LA PLAZA    ,51300,-99.97444444,19.03638889,2105
MCSSA006232,0,0,1,0.140450835,1,SSA,15,MÉXICO,7,TEJUPILCO,86,TEMASCALTEPEC,33,SAN PEDRO TENAYAC,UNIDAD DE CONSULTA EXTERNA,RURAL DE 02 NÚCLEOS BÁSICOS,SAN PEDRO TENAYAC,CALLE SIN NOMBRE SIN NÚMERO 0 SAN PEDRO TENAYAC SIN NOMBRE ZONA RURAL,51300,-100.1763889,19.04666667,1700
MCSSA006256,0,1,1,1,1,SSA,15,MÉXICO,6,XONACATLÁN,87,TEMOAYA,1,TEMOAYA,UNIDAD DE CONSULTA EXTERNA,URBANO DE 03 NÚCLEOS BÁSICOS,TEMOAYA,BELIZARIO DOMÍNGUEZ SIN NÚMERO 0 CENTRO SIN NOMBRE,50850,-99.59333333,19.46861111,2670
MCSSA006273,0,1,1,1,1,SSA,15,MÉXICO,6,XONACATLÁN,87,TEMOAYA,10,ENTHAVI,UNIDAD DE CONSULTA EXTERNA,RURAL DE 02 NÚCLEOS BÁSICOS,ENTHAVI,JUNTO A LA ESCUELA PRIMARIA    ,50882,-99.56666667,19.5,2750
MCSSA006425,0,1,1,1,1,SSA,15,MÉXICO,6,XONACATLÁN,87,TEMOAYA,63,SAN PEDRO ABAJO 1RA. SECCIÓN (LOMA DEL CARACOL),UNIDAD DE CONSULTA EXTERNA,RURAL DE 01 NÚCLEO BÁSICO,SN PEDRO ABAJO 1RA SECCIÓN,NULL,50884,-99.575,19.47861111,2740
MCSSA006454,1,1,1,1,1,SSA,15,MÉXICO,8,TENANCINGO,88,TENANCINGO,1,TENANCINGO DE DEGOLLADO,UNIDAD DE CONSULTA EXTERNA,URBANO DE 12 NÚCLEOS BÁSICOS Y MÁS,C.S.U. TENANCINGO,MOCTEZUMA PONIENTE 202  CENTRO ,52400,-99.59055556,18.96083333,2020
MCSSA006483,2,1,1,1,1,SSA,15,MÉXICO,8,TENANCINGO,88,TENANCINGO,24,SANTA ANA IXTLAHUATZINGO (SANTA ANA),UNIDAD DE CONSULTA EXTERNA,RURAL DE 01 NÚCLEO BÁSICO,SANTA ANA IXTLAHUATZINGO,CARRETERA TENANCINGO-SANTA ANA  JUNTO A LA CANCHA DE FUT-BOL    ,52400,-99.62361111,18.97055556,2200
